//////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
//Dark Side Gaming Moss Shop File
//www.darksideofmu.com
//////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
//by DaRKav
//Revision: October 27, 2009
//////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
//Excellent Options:	1  = Increase Zen Rate [Def]	| Increase Mana After Hunt [Atk]
//			2  = Defense Success Rate [Def]	| Increase Life After Hunt [Atk]
//			4  = Reflect Damage [Def]	| Increase Attack Speed [Atk]
//			8  = Damage Decrease [Def]	| Increase Damage % [Atk]
//			16 = Increase Max Mana [Def]	| Increase Damage Level [Atk]
//			32 = Increase Max HP [Def]	| Excellent Damage Rate [Atk]
//////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

//////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
// 		Sword/Spears												//
//////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

0


0	0	4	0	0	5	0	1
0	1	4	0	0	5	0	2
0	2	4	0	0	5	0	4
0	3	4	0	0	5	0	8
0	4	4	0	0	5	0	16
0	5	4	0	0	5	0	32
0	6	4	0	0	5	0	1
0	7	4	0	0	5	0	2
0	8	4	0	0	5	0	4
0	9	4	0	0	5	0	8
0	10	4	0	0	5	0	16
0	11	4	0	0	5	0	32
0	12	4	0	0	5	0	1
0	13	4	0	0	5	0	2
0	14	4	0	0	5	0	4
0	15	4	0	0	5	0	8
0	16	4	0	0	5	0	16
0	32	4	0	0	5	0	32
0	33	4	0	0	5	0	1
1	0	4	0	0	5	0	2
1	1	4	0	0	5	0	4
1	2	4	0	0	5	0	8
1	3	4	0	0	5	0	16
1	4	4	0	0	5	0	32
1	5	4	0	0	5	0	1
1	6	4	0	0	5	0	2
1	7	4	0	0	5	0	4
1	8	4	0	0	5	0	8

3	0	4	0	0	5	0	16
3	1	4	0	0	5	0	32
3	2	4	0	0	5	0	1
3	3	4	0	0	5	0	2
3	4	4	0	0	5	0	4
3	5	4	0	0	5	0	8
3	6	4	0	0	5	0	16
3	7	4	0	0	5	0	32
3	8	4	0	0	5	0	1
3	9	4	0	0	5	0	4
3	10	4	0	0	5	0	8


end

//////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
// 		Staffs													//
//////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

1
5	0	4	0	0	5	0	1
5	1	4	0	0	5	0	2
5	2	4	0	0	5	0	4
5	3	4	0	0	5	0	8
5	4	4	0	0	5	0	16
5	5	4	0	0	5	0	32
5	6	4	0	0	5	0	1
5	7	4	0	0	5	0	2
5	8	4	0	0	5	0	4
5	9	4	0	0	5	0	8

5	0	4	0	0	5	0	2
5	1	4	0	0	5	0	4
5	2	4	0	0	5	0	8
5	3	4	0	0	5	0	16
5	4	4	0	0	5	0	32
5	5	4	0	0	5	0	1
5	6	4	0	0	5	0	2
5	7	4	0	0	5	0	4
5	8	4	0	0	5	0	8
5	9	4	0	0	5	0	16

5	0	4	0	0	5	0	4
5	1	4	0	0	5	0	8
5	2	4	0	0	5	0	16
5	3	4	0	0	5	0	32
5	4	4	0	0	5	0	1
5	5	4	0	0	5	0	2
5	6	4	0	0	5	0	4
5	7	4	0	0	5	0	8
5	8	4	0	0	5	0	16
5	9	4	0	0	5	0	32

end

//////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
// 		Bows/Crossbows												//
//////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////

2
4	0	4	0	0	5	0	1
4	1	4	0	0	5	0	2
4	2	4	0	0	5	0	4
4	3	4	0	0	5	0	8
4	4	4	0	0	5	0	16
4	5	4	0	0	5	0	32
4	6	4	0	0	5	0	1
4	7	4	0	0	5	0	2
4	8	4	0	0	5	0	4
4	9	4	0	0	5	0	8
4	10	4	0	0	5	0	16
4	11	4	0	0	5	0	32
4	12	4	0	0	5	0	1
4	13	4	0	0	5	0	2
4	14	4	0	0	5	0	4
4	15	4	0	0	5	0	8
4	16	4	0	0	5	0	16
4	17	4	0	0	5	0	32
4	0	4	0	0	5	0	2
4	1	4	0	0	5	0	4
4	2	4	0	0	5	0	8
4	3	4	0	0	5	0	16
4	4	4	0	0	5	0	32
4	5	4	0	0	5	0	1
4	6	4	0	0	5	0	2
4	7	4	0	0	5	0	4
4	8	4	0	0	5	0	8
4	9	4	0	0	5	0	16
