"2015-09-21 11:17:55",INFO,TIP,"This message will be logged in the file debug.log.csv",26,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:18:02",INFO,TIP,"This message will be logged in the file debug.log.csv",26,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:24:34",INFO,AUTHOR,"Lawrence Lagerlof",27,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:24:34",INFO,FACT,"Asimov rulez",28,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:24:34",ERROR,IE,"Everything crash and burn",29,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:24:34",DEBUG,DB,"select * from table",30,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:24:36",INFO,AUTHOR,"Lawrence Lagerlof",27,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:24:36",INFO,FACT,"Asimov rulez",28,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:24:36",ERROR,IE,"Everything crash and burn",29,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:24:36",DEBUG,DB,"select * from table",30,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:24:37",INFO,AUTHOR,"Lawrence Lagerlof",27,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:24:37",INFO,FACT,"Asimov rulez",28,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:24:37",ERROR,IE,"Everything crash and burn",29,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:24:37",DEBUG,DB,"select * from table",30,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:24:38",INFO,AUTHOR,"Lawrence Lagerlof",27,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:24:38",INFO,FACT,"Asimov rulez",28,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:24:38",ERROR,IE,"Everything crash and burn",29,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:24:38",DEBUG,DB,"select * from table",30,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:24:48",INFO,AUTHOR,"Lawrence Lagerlof",27,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:24:48",INFO,FACT,"Asimov rulez",28,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:24:48",ERROR,IE,"Everything crash and burn",29,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:24:48",DEBUG,DB,"select * from table",30,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:26:26",INFO,AUTHOR,"Lawrence Lagerlof",27,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:26:26",INFO,FACT,"Asimov rulez",28,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:26:26",ERROR,IE,"Everything crash and burn",29,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:26:26",DEBUG,DB,"select * from table",30,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:26:30",INFO,AUTHOR,"Lawrence Lagerlof",27,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:26:30",INFO,FACT,"Asimov rulez",28,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:26:30",ERROR,IE,"Everything crash and burn",29,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:26:30",DEBUG,DB,"select * from table",30,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:29:02",INFO,AUTHOR,"Lawrence Lagerlof",27,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:29:02",INFO,FACT,"Asimov rulez",28,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:29:02",ERROR,IE,"Everything crash and burn",29,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:29:11",INFO,AUTHOR,"Lawrence Lagerlof",27,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:29:11",INFO,FACT,"Asimov rulez",28,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:29:11",ERROR,IE,"Everything crash and burn",29,"C:\xampp\htdocs\forum\login.php"
"2015-09-21 11:29:11",DEBUG,./log/debug.log.csv,"SELECT * FROM users WHERE username = 'admin' AND password = 'emngockt93';",33,"C:\xampp\htdocs\forum\login.php"
